Source_Name,XRT oldname,XRT updated name,UV name,Xray_Index,FX,FG,PL,SC,VI,V,FILTER,AB_MAG,AB_MAG_real,GLON,GLAT
4FGL J0004.4-4001,SwFS1 J000434.1-400036,SwXF4 J000434.1-400036,SwUVF4 J000434.2-400035,2.49677,3.8618908944898997E-13,2.1773763E-12,2.4249508,0.3422165,18.51724,17.932,uu,18.35,18.350000381469727,336.9915,-73.84534
4FGL J0017.1-4605,SwFS1 J001708.5-460611,SwXF4 J001708.5-460612,SwUVF4 J001708.5-460612,1.71547,3.428467208333132E-13,2.4241457E-12,2.8010092,0.7361713,4.1221323,18.922,uu,19.34,19.34,320.38864,-69.86521
4FGL J0025.4-4838,SwFS1 J002536.8-483808,SwXF4 J002536.8-483808,SwUVF4 J002536.9-483810,2.33027,4.961351535855702E-13,2.0461885E-12,2.120224,1.3044256,10.134406,19.372,uu,19.79,19.790000915527344,314.39056,-67.90782
4FGL J0026.1-0732,SwFS1 J002611.9-073115,SwXF4 J002611.9-073115,SwUVF4 J002611.6-073115,2.13363,4.47095192463043E-12,1.7000845E-12,2.0678716,0.0763394,1.2542979,19.422,uu,19.84,19.84000015258789,104.761604,-69.51759
4FGL J0031.0-2327,SwFS1 J003040.1-232820,SwXF4 J003040.1-232821,SwUVF4 J003039.8-232822,0.396657,3.574374062644811E-13,1.9005806E-12,2.1938756,2.8907936,5.5634604,20.325,m2,21.16,21.15999984741211,70.318275,-84.105675
4FGL J0031.0-2327,SwFS1 J003040.1-232820,SwXF4 J003040.1-232821,SwUVF4 J003040.1-232821,0.396657,3.574374062644811E-13,1.9005806E-12,2.1938756,2.8907936,5.5634604,21.392,uu,21.81,>21.81,70.318275,-84.105675
4FGL J0031.5-5648,SwFS1 J003135.1-564640,SwXF4 J003135.1-564640,SwUVF4 J003135.1-564640,2.42669,4.0355246088074724E-13,1.5435117E-12,1.9233072,1.1865219,11.675076,20.124,w1,20.82,20.82,308.3834,-60.11082
4FGL J0031.5-5648,SwFS1 J003135.1-564640,SwXF4 J003135.1-564640,SwUVF4 J003135.4-564642,2.42669,4.0355246088074724E-13,1.5435117E-12,1.9233072,1.1865219,11.675076,19.835,m2,20.67,20.670000076293945,308.3834,-60.11082
4FGL J0037.2-2653,SwFS1 J003729.6-265043,SwXF4 J003729.6-265043,SwUVF4 J003729.5-265045,1.63175,4.687054463018025E-13,1.3753644E-12,2.4598632,0.44429338,3.6452038,20.002,uu,20.42,20.420000076293945,36.389965,-86.83259
4FGL J0057.9+6326,SwFS1 J005758.1+632642,SwXF4 J005758.1+632642,SwUVF4 J005758.1+632642,2.04117,2.7854797143757417E-12,2.7091695E-12,1.6726426,2.0507538,11.416983,19.112,vv,19.13,19.13,123.66344,0.57604647
4FGL J0058.3-4603,SwFS1 J005806.4-460417,SwXF4 J005806.4-460417,SwUVF4 J005806.3-460419,1.62301,2.9977816715823877E-12,1.1373552E-12,2.098462,0.6387118,12.6100855,20.795,m2,21.63,21.6299991607666,299.2362,-71.02254
4FGL J0058.3-4603,SwFS1 J005806.4-460417,SwXF4 J005806.4-460417,SwUVF4 J005806.4-460418,1.62301,2.9977816715823877E-12,1.1373552E-12,2.098462,0.6387118,12.6100855,21.192,uu,21.61,21.61,299.2362,-71.02254
4FGL J0118.3-6008,SwFS1 J011823.10-600753,SwXF4 J011824.0-600753,SwUVF4 J011824.0-600753,2.48753,1.8063420831699772E-13,1.0995729E-12,2.1720219,2.329121,10.532985,19.342,uu,19.76,19.76,296.8381,-56.66605
4FGL J0120.2-7944,SwFS1 J011914.7-794509,SwXF4 J011914.7-794510,SwUVF4 J011914.7-794510,2.09092,4.795125740813498E-13,1.7515824E-12,2.3834817,1.3696637,15.386208,20.132,uu,20.55,20.55,301.32455,-37.297035
4FGL J0125.9-6303,SwFS1 J012548.3-630244,SwXF4 J012548.3-630244,SwUVF4 J012548.1-630245,1.95153,8.205404590022869E-13,1.662425E-12,2.321381,0.101563826,9.33095,19.942,uu,20.36,20.360000610351562,296.34128,-53.627823
4FGL J0126.3-6746,SwFS1 J012611.10-674746,SwXF4 J012612.0-674746,SwUVF4 J012612.0-674746,2.53691,4.1352331434760603E-13,8.096305E-13,1.737266,1.2218974,3.9982176,21.642,uu,22.06,>22.06,297.91083,-49.010098
4FGL J0126.3-6746,SwFS1 J012621.6-674638,SwXF4 J012621.6-674638,SwUVF4 J012621.6-674638,2.02429,1.551315029293406E-13,8.096305E-13,1.737266,1.2218974,3.9982176,20.562,uu,20.98,20.98,297.91083,-49.010098
4FGL J0137.3-3239,SwFS1 J013724.7-324046,SwXF4 J013724.7-324047,SwUVF4 J013724.7-324047,2.22578,7.201119202497902E-13,1.3067559E-12,2.252944,0.48446235,7.800496,21.562,uu,21.98,>21.98,244.7201,-78.62133
4FGL J0140.3+7054,SwFS1 J014008.6+705250,SwXF4 J014008.6+705250,SwUVF4 J014008.6+705250,1.99036,4.404534336784067E-13,2.5302217E-12,2.001321,1.444324,6.0017405,20.642,uu,21.06,>21.06,126.94713,8.414599
4FGL J0156.3-2420,SwFS1 J015624.4-242004,SwXF4 J015624.4-242004,SwUVF4 J015624.6-242003,2.50071,1.0389628049090377E-12,2.6455747E-12,1.863597,1.8109763,36.971207,18.178,bb,18.4,18.399999618530273,205.71896,-75.13678
4FGL J0159.0+3313,SwFS1 J015905.0+331254,SwXF4 J015905.0+331255,SwUVF4 J015905.0+331255,2.42794,5.951137709938E-13,2.2382432E-12,2.021613,0.8242024,23.067661,19.435,m2,20.27,20.27,138.85968,-27.553938
4FGL J0209.8+2626,SwFS1 J020946.5+262528,SwXF4 J020946.5+262528,SwUVF4 J020946.5+262528,1.96485,2.4922981780526187E-12,2.0571266E-12,2.2450566,0.5228105,7.1426497,20.992,uu,21.41,>21.41,143.97766,-33.213352
4FGL J0212.1+5321,SwFS1 J021210.7+532135,SwXF4 J021210.7+532136,SwUVF4 J021210.7+532136,1.08522,1.5509578669287228E-12,1.6221505E-11,2.2148967,11.080697,3.2356086,16.142,uu,16.56,16.56,134.92581,-7.630409
4FGL J0231.0+3505,SwFS1 J023112.4+350446,SwXF4 J023112.4+350446,SwUVF4 J023112.2+350445,1.73739,2.603754298938733E-12,1.0916776E-12,1.6851197,2.6112323,8.601274,20.395,m2,21.23,21.229999542236328,145.00188,-23.465021
4FGL J0231.0+3505,SwFS1 J023112.4+350446,SwXF4 J023112.4+350446,SwUVF4 J023112.4+350446,1.73739,2.603754298938733E-12,1.0916776E-12,1.6851197,2.6112323,8.601274,20.565,m2,21.4,21.4,145.00188,-23.465021
4FGL J0240.2-0248,SwFS1 J024004.6-024504,SwXF4 J024004.6-024505,SwUVF4 J024004.6-024505,1.81145,6.603892574785466E-13,2.6594592E-12,2.5547237,0.11904047,14.6912155,18.142,vv,18.16,18.16,174.55476,-54.390606
4FGL J0251.1-1830,SwFS1 J025111.4-183114,SwXF4 J025111.4-183114,SwUVF4 J025111.4-183114,1.98468,6.351846583394693E-13,1.9678393E-12,1.6237446,3.6969025,5.0589437,20.182,uu,20.6,20.6,201.90068,-61.187057
4FGL J0251.1-1830,SwFS1 J025111.4-183114,SwXF4 J025111.4-183114,SwUVF4 J025111.5-183113,1.98468,6.351846583394693E-13,1.9678393E-12,1.6237446,3.6969025,5.0589437,20.052,uu,20.47,20.469999313354492,201.90068,-61.187057
4FGL J0259.0+0552,SwFS1 J025857.4+055243,SwXF4 J025857.4+055243,SwUVF4 J025857.6+055244,1.94239,5.657180034775725E-13,7.7756065E-12,2.0966868,2.2822864,14.756552,18.702,uu,19.12,19.1200008392334,170.74869,-44.826824
4FGL J0301.6-5617,SwFS1 J030115.2-561647,SwXF4 J030115.2-561648,SwUVF4 J030115.1-561644,2.29475,2.702713431942821E-13,1.6227875E-12,1.9123611,1.6337589,20.93226,19.492,uu,19.91,19.90999984741211,273.40692,-52.710155
4FGL J0301.6-5617,SwFS1 J030115.2-561647,SwXF4 J030115.2-561648,SwUVF4 J030115.2-561648,2.29475,2.702713431942821E-13,1.6227875E-12,1.9123611,1.6337589,20.93226,19.732,uu,20.15,20.15,273.40692,-52.710155
4FGL J0302.5+3354,SwFS1 J030226.7+335447,SwXF4 J030226.7+335448,SwUVF4 J030226.7+335448,1.94346,7.950601750844187E-13,3.1996745E-12,2.3196275,0.6991621,4.872068,20.352,uu,20.77,20.77,151.80461,-21.519827
4FGL J0327.6+2620,SwFS1 J032737.2+262007,SwXF4 J032737.2+262008,SwUVF4 J032737.2+262008,2.10084,9.530155787081275E-13,1.4208961E-12,1.944023,0.61668974,3.5892177,20.122,uu,20.54,>20.54,161.34569,-24.651138
4FGL J0333.4-2705,SwFS1 J033331.5-270918,SwXF4 J033331.5-270918,SwUVF4 J033331.9-270916,2.11788,9.79489985408698E-13,1.5511966E-12,2.1028833,0.5285708,9.357061,19.295,m2,20.13,20.1299991607666,222.41309,-54.09932
4FGL J0341.9+3153,SwFS1 J034158.1+314852,SwXF4 J034158.1+314850,SwUVF4 J034158.1+314853,0.32771,1.7782794100389228E-12,8.939012E-12,2.466326,1.4852164,8.891197,21.142,uu,21.56,>21.56,160.21904,-18.36376
4FGL J0343.3-6303,SwFS1 J034323.9-630342,SwXF4 J034323.9-630342,SwUVF4 J034323.9-630342,3.36777,3.708514658756865E-13,2.319871E-12,2.047086,0.7258344,9.369053,20.532,uu,20.95,>20.95,277.24048,-44.547157
4FGL J0406.2+0639,SwFS1 J040607.7+063918,SwXF4 J040607.7+063919,SwUVF4 J040607.7+063919,2.06522,3.3113112148259076E-13,2.5802466E-12,2.350475,0.321922,14.844813,20.794,w1,21.49,>21.49,184.61214,-32.053356
4FGL J0407.7-5702,SwFS1 J040731.2-570021,SwXF4 J040731.2-570022,SwUVF4 J040731.2-570022,1.50245,8.77000821143634E-13,1.5738265E-12,2.4098535,1.4741267,3.3237832,21.652,uu,22.07,>22.07,267.7967,-44.4116
4FGL J0409.2+2542,SwFS1 J040921.6+254440,SwXF4 J040921.6+254440,SwUVF4 J040921.6+254440,2.1188,6.418004244839173E-13,2.6282362E-12,2.089314,1.130276,7.6557045,19.302,uu,19.72,19.72,169.287,-18.876911
4FGL J0409.2+2542,SwFS1 J040921.6+254440,SwXF4 J040921.6+254440,SwUVF4 J040921.7+254442,2.1188,6.418004244839173E-13,2.6282362E-12,2.089314,1.130276,7.6557045,19.382,uu,19.8,19.799999237060547,169.287,-18.876911
4FGL J0427.8-6704,SwFS1 J042749.5-670435,SwXF4 J042749.5-670435,SwUVF4 J042749.6-670435,-0.136079,1.531087461682032E-12,8.42512E-12,2.3930314,0.3225853,13.096762,18.142,uu,18.56,18.559999465942383,279.1443,-38.551704
4FGL J0502.2+3016,SwFS1 J050212.7+301934,SwXF4 J050212.7+301934,SwUVF4 J050212.7+301934,1.44177,2.7258377389285283E-12,1.8176645E-12,1.9625535,2.3829894,6.2745895,20.592,uu,21.01,>21.01,173.581,-7.0420437
4FGL J0523.3-2527,SwFS1 J052317.1-252736,SwXF4 J052317.1-252737,SwUVF4 J052316.9-252737,1.46273,5.356732999763006E-13,1.166911E-11,2.0781524,10.684414,1.6501024,17.408,bb,17.63,17.6299991607666,228.18494,-29.828896
4FGL J0523.3-2527,SwFS1 J052317.1-252736,SwXF4 J052317.1-252737,SwUVF4 J052317.1-252737,1.46273,5.356732999763006E-13,1.166911E-11,2.0781524,10.684414,1.6501024,16.862,vv,16.88,16.88,228.18494,-29.828896
4FGL J0523.3-2527,SwFS1 J052323.9-252736,SwXF4 J052323.9-252737,SwUVF4 J052323.9-252737,1.50028,4.6323354367795726E-14,1.166911E-11,2.0781524,10.684414,1.6501024,20.702,vv,20.72,20.72,228.18494,-29.828896
4FGL J0537.5+0959,SwFS1 J053745.9+095759,SwXF4 J053745.9+095759,SwUVF4 J053745.9+095759,1.95131,5.772979296482345E-13,5.1321083E-12,2.6236963,1.3044877,20.397532,20.752,uu,21.17,>21.17,195.31013,-11.466014
4FGL J0539.2-6333,SwFS1 J054002.9-633216,SwXF4 J054002.9-633216,SwUVF4 J054002.9-633216,2.08829,1.486962444868948E-13,1.6570903E-12,2.1483507,0.7246088,11.421976,18.442,uu,18.86,18.860000610351562,272.9448,-32.073387
4FGL J0540.7+3611,SwFS1 J054046.9+361657,SwXF4 J054046.9+361657,SwUVF4 J054046.9+361657,1.30926,1.38420368156874E-12,4.557815E-12,2.5459323,4.0997458,6.841215,20.632,uu,21.05,>21.05,173.27489,2.937252
4FGL J0544.8+5209,SwFS1 J054424.5+521513,SwXF4 J054424.5+521513,SwUVF4 J054424.5+521513,1.0257,5.202355186873047E-13,2.818422E-12,2.5523925,0.54986,7.5589457,20.862,uu,21.28,>21.28,159.82693,11.75569
4FGL J0544.8+5209,SwFS1 J054456.7+520846,SwXF4 J054456.7+520847,SwUVF4 J054456.7+520847,2.52957,2.789330656339977E-13,2.818422E-12,2.5523925,0.54986,7.5589457,20.872,uu,21.29,>21.29,159.82693,11.75569
4FGL J0553.9-5048,SwFS1 J055359.2-505150,SwXF4 J055359.2-505150,SwUVF4 J055359.2-505150,2.0089,6.131969697156818E-13,1.943408E-12,2.0935981,1.3341931,8.666767,21.112,uu,21.53,21.53,258.22327,-29.532024
4FGL J0554.2-0259,SwFS1 J055418.8-025841,SwXF4 J055418.8-025842,SwUVF4 J055418.8-025842,1.63357,5.900651969956652E-13,3.5731674E-12,2.4203305,0.46980482,5.8290906,21.242,uu,21.66,>21.66,209.02574,-14.076961
4FGL J0610.8-4911,SwFS1 J061031.8-491222,SwXF4 J061031.8-491222,SwUVF4 J061031.8-491222,2.58151,1.855239575549284E-13,1.4701875E-12,2.0096834,0.39947143,6.575917,13.652,uu,14.07,14.07,256.91864,-26.58731
4FGL J0610.8-4911,SwFS1 J061100.0-491034,SwXF4 J061100.0-491034,SwUVF4 J061100.0-491034,2.01256,2.1149494907076357E-12,1.4701875E-12,2.0096834,0.39947143,6.575917,20.782,uu,21.2,21.2,256.91864,-26.58731
4FGL J0610.8-4911,SwFS1 J061100.0-491034,SwXF4 J061100.0-491034,SwUVF4 J061100.1-491035,2.01256,2.1149494907076357E-12,1.4701875E-12,2.0096834,0.39947143,6.575917,20.705,m2,21.54,21.540000915527344,256.91864,-26.58731
4FGL J0611.5-2918,SwFS1 J061141.5-291623,SwXF4 J061141.5-291623,SwUVF4 J061141.5-291623,2.2589,3.138340056432412E-13,1.5623764E-12,2.3380368,1.2236887,6.3781424,21.412,uu,21.83,>21.83,236.06233,-20.94384
4FGL J0611.5-2918,SwFS1 J061141.5-291623,SwXF4 J061141.5-291623,SwUVF4 J061141.7-291619,2.2589,3.138340056432412E-13,1.5623764E-12,2.3380368,1.2236887,6.3781424,20.184,w1,20.88,20.8799991607666,236.06233,-20.94384
4FGL J0620.7-5034,SwFS1 J062045.7-503349,SwXF4 J062045.7-503350,SwUVF4 J062045.7-503350,2.37397,5.500472528676329E-13,9.223867E-13,1.759769,2.2314384,20.373922,19.932,uu,20.35,20.35,258.80237,-25.318722
4FGL J0622.5+3120,SwFS1 J062254.0+312036,SwXF4 J062254.0+312037,SwUVF4 J062254.0+312037,1.50391,1.1365799747501525E-12,2.5292526E-12,2.6037233,3.0463996,9.983871,20.342,uu,20.76,20.76,181.80165,8.147565
4FGL J0624.7-4903,SwFS1 J062419.5-490638,SwXF4 J062419.5-490639,SwUVF4 J062419.5-490639,2.04134,2.8366124193125146E-13,2.2866854E-12,2.617539,1.5001775,3.9458864,20.585,m2,21.42,21.42,257.34122,-24.33489
4FGL J0624.7-4903,SwFS1 J062419.5-490638,SwXF4 J062419.5-490639,SwUVF4 J062419.7-490636,2.04134,2.8366124193125146E-13,2.2866854E-12,2.617539,1.5001775,3.9458864,20.385,m2,21.22,21.219999313354492,257.34122,-24.33489
4FGL J0631.0+5626,SwFS1 J063048.3+562830,SwXF4 J063048.3+562831,SwUVF4 J063048.3+562831,2.44823,7.199461274408401E-13,1.6143274E-12,2.1120913,2.1724935,5.255654,19.762,uu,20.18,20.18,158.7006,19.648283
4FGL J0633.9+5840,SwFS1 J063400.1+584035,SwXF4 J063400.1+584036,SwUVF4 J063400.1+584036,2.40643,1.1830415557251657E-13,1.0620603E-12,1.900615,0.39479625,8.234299,21.972,uu,22.39,22.39,156.58951,20.744526
4FGL J0650.6+2055,SwFS1 J065035.4+205556,SwXF4 J065035.4+205557,SwUVF4 J065035.4+205557,2.16005,6.351846583394693E-12,5.9492064E-12,1.7403374,1.9551245,7.463195,17.052,vv,17.07,17.07,194.05469,9.203488
4FGL J0700.2-5118,SwFS1 J070033.8-512010,SwXF4 J070033.8-512011,SwUVF4 J070033.8-512011,1.85524,1.4534496779183142E-12,1.8736148E-12,2.1569202,1.6164565,1.2324591,19.52,w2,20.44,20.44,261.42136,-19.538681
4FGL J0704.3-4829,SwFS1 J070421.8-482645,SwXF4 J070421.8-482645,SwUVF4 J070421.8-482648,2.50699,9.997697679981572E-13,3.0570646E-12,2.0934184,1.6422153,13.089076,19.522,uu,19.94,19.940000534057617,258.85324,-17.953684
4FGL J0723.1-3048,SwFS1 J072310.8-304757,SwXF4 J072310.8-304758,SwUVF4 J072310.8-304758,1.69876,8.52903703070565E-12,3.2611355E-12,2.3437095,0.650875,3.6344411,20.872,uu,21.29,>21.29,243.86371,-7.36004
4FGL J0725.7-0549,SwFS1 J072547.5-054830,SwXF4 J072547.5-054830,SwUVF4 J072547.5-054830,2.37854,2.4797048987986943E-12,5.1692916E-12,1.8837858,2.124432,5.2407856,19.152,uu,19.57,19.57,222.05637,4.934131
4FGL J0737.4+6535,SwFS1 J073711.3+653348,SwXF4 J073711.3+653348,SwUVF4 J073711.3+653348,1.62809,7.888601176185548E-14,1.513751E-12,2.045497,1.4653345,16.090387,20.072,vv,20.09,20.09,150.58449,29.251331
4FGL J0738.6+1311,SwFS1 J073843.4+131330,SwXF4 J073843.4+131330,SwUVF4 J073843.4+131330,2.2853,2.914741201472481E-13,2.860333E-12,2.526779,0.7832967,10.485265,13.372,uu,13.79,13.79,206.21571,16.329153
4FGL J0738.6+1311,SwFS1 J073848.7+130755,SwXF4 J073848.7+130755,SwUVF4 J073848.7+130755,2.48055,1.8866876212189544E-13,2.860333E-12,2.526779,0.7832967,10.485265,21.012,uu,21.43,>21.43,206.21571,16.329153
4FGL J0755.9-0515,SwFS1 J075614.6-051720,SwXF4 J075614.6-051720,SwUVF4 J075614.6-051720,1.6742,2.4558396112487023E-12,4.386397E-12,2.8630686,0.1111852,1.6263102,20.452,uu,20.87,>20.87,225.1809,11.78536
4FGL J0800.1-5531,SwFS1 J075949.3-553253,SwXF4 J075949.3-553254,SwUVF4 J075949.3-553254,1.67479,2.6308737032146685E-13,2.9828035E-12,2.5432508,0.05063517,6.629519,18.384,w1,19.08,19.08,269.20282,-13.1252575
4FGL J0800.1-5531,SwFS1 J075949.3-553253,SwXF4 J075949.3-553254,SwUVF4 J075949.5-553255,1.67479,2.6308737032146685E-13,2.9828035E-12,2.5432508,0.05063517,6.629519,18.635,m2,19.47,19.469999313354492,269.20282,-13.1252575
4FGL J0800.1-5531,SwFS1 J080013.1-553407,SwXF4 J080013.1-553408,SwUVF4 J080013.1-553408,1.11548,2.9498504574842353E-13,2.9828035E-12,2.5432508,0.05063517,6.629519,19.854,w1,20.55,>20.55,269.20282,-13.1252575
4FGL J0800.9+0733,SwFS1 J080056.5+073235,SwXF4 J080056.5+073235,SwUVF4 J080056.5+073235,2.59453,5.236004365857495E-13,1.9905334E-12,1.8887815,2.8826876,3.7193747,18.542,vv,18.56,18.56,214.02026,18.860508
4FGL J0800.9+0733,SwFS1 J080056.5+073235,SwXF4 J080056.5+073235,SwUVF4 J080056.6+073235,2.59453,5.236004365857495E-13,1.9905334E-12,1.8887815,2.8826876,3.7193747,18.452,uu,18.87,18.8700008392334,214.02026,18.860508
4FGL J0827.0-4111,SwFS1 J082705.4-411158,SwXF4 J082705.4-411159,SwUVF4 J082705.4-411159,2.50736,1.1329219729705555E-12,3.5456085E-12,2.1202621,0.50795615,6.9032636,21.172,uu,21.59,>21.59,259.43716,-1.6513584
4FGL J0838.7-2827,SwFS1 J083843.4-282701,SwXF4 J083843.4-282701,SwUVF4 J083843.3-282701,1.6892,5.1156403000700425E-12,8.776489E-12,2.122518,6.4832973,5.8378134,17.404,w1,18.1,18.100000381469727,250.57239,7.809594
4FGL J0838.5+4013,SwFS1 J083902.8+401548,SwXF4 J083902.8+401548,SwUVF4 J083903.0+401546,2.28344,4.0225365599868257E-13,1.1374702E-12,1.7000096,0.20726086,3.5988238,20.38,w2,21.3,21.299999237060547,181.42084,36.907322
4FGL J0844.9-4117,SwFS1 J084439.9-411642,SwXF4 J084439.9-411642,SwUVF4 J084439.9-411642,6.51013,3.988411869090523E-11,1.4098545E-11,2.680662,3.2027717,6.33408,14.675,m2,15.51,15.51,261.5513,0.97270805
4FGL J0858.0-3130,SwFS1 J085802.9-313046,SwXF4 J085802.9-313046,SwUVF4 J085802.9-313046,2.47933,2.5745421119264565E-12,4.1524336E-12,1.8104843,0.831776,12.882447,18.322,vv,18.34,>18.34,255.60423,9.196126
4FGL J0859.2-4729,SwFS1 J085905.7-473040,SwXF4 J085905.7-473041,SwUVF4 J085905.7-473041,1.71991,3.920125762951643E-12,1.9704974E-11,2.5380507,3.8826063,6.9355955,19.862,uu,20.28,20.28,267.9374,-1.0268956
4FGL J0859.3-4342,SwFS1 J085926.2-434525,SwXF4 J085926.2-434526,SwUVF4 J085926.2-434526,1.05232,2.255796923386676E-12,2.4731217E-11,2.6361768,5.895665,3.2743478,20.552,uu,20.97,>20.97,265.09625,1.4603136
4FGL J0903.5+4057,SwFS1 J090342.8+405502,SwXF4 J090342.8+405503,SwUVF4 J090342.8+405503,1.88679,1.2342410879360521E-13,1.157147E-12,2.0352483,0.3198077,9.304244,19.292,vv,19.31,19.31,180.92274,41.709335
4FGL J0906.1-1011,SwFS1 J090616.2-101430,SwXF4 J090616.2-101430,SwUVF4 J090616.1-101426,1.70577,3.510750771848308E-13,1.7233397E-12,1.9787252,0.77164596,1.979342,20.125,m2,20.96,20.959999084472656,239.3205,23.89156
